SURVEY_INFO,esdate,towncode,ward,respid,BACKGROUND,gender,age,hhsize,educ,religion,leavemonr2w,leavemonr2wwhere,returnmonr2w,returnmonr2wwhere,EBOLA_AWARENESS,ehowget,esignsymptom,eincubation,ehotline,spreadair,spreadfluids,spreadearly,saltcure,HEALTH,notreatmentj26,under5,childsick,childsickcare,childsicknocareebola,childsickcarewhereelse,hhmemsick,hhmemsickcare,hhmemsicknocareebola,hhmemsickcarewhere,EBOLA_VIGILANCE,egroupa,egroupct,emtgs,emtgswho,corganizedae,csafeburial,bucket,handsanitizer,shakehands,secretburials,hidecases,breakcurfew,havefun,ECONOMIC_FOOD_IMPACTS,nocashjuly,income7d,income7dunit,income7dnormal,income7dnormalunit,occupation,losejob,workless,famlosejob,famworkless,nofoodjuly,nofoodworry7d,skipmeals,limitmealsize,borrowfood,badfood,childmeals,childmealsnormal,bedhungry2w,CONCLUSION,willshare,angry,distractions
,"12/17/2014 10:58:07",2062,"Z500-Soniwein",2062134,,"2-Female",29,4,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;4-Headache;5-Joint and muscle pain;12-Bleeding",3,"1-Yes","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",350,"1-LD",2000,"1-LD","88-Other","N","Y","N","Y","1-Just once or twice","Y",2,2,0,2,1,2,0,,"Y","N","0-None"
,"12/17/2014 14:11:29",2062,"Z500-Soniwein",2062137,,"2-Female",23,5,"3-Some junior high","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",2,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",1,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",500,"1-LD",2000,"1-LD","88-Other","N","Y","N","Y","0-Never","N",0,0,0,0,2,3,0,,"Y","N","0-None"
,"12/16/2014 16:45:45",2062,"Z500-Soniwein",2062191,,"1-Male",36,7,"7-Some university","1-Christian","","","","",,"1-Preparing or eating bush mea;4-Man woman business;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;2-Fever;3-Diarrhea;11-Hiccups",3,"1-Yes","N","Y","Y","N",,"0-Never",4,"N","","","","Y","Y","","2-Hospital",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","1-Yes","0-No","0-No",2,2,,"1-Just once or twice",0,"1-LD",200,"2-USD","1-Professional","N","N","N","N","0-Never","Y",7,0,0,1,1,2,0,,"Y","Y","88-Other"
,"12/17/2014 15:03:21",2062,"Z500-Soniwein",2062119,,"2-Female",24,9,"1-Some ABC","2-Muslim","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;6-Sore throat;7-Weakness;8-Stomach pain;10-Red eyes;12-Bleeding;18-Cough",7,"0-No","Y","N","Y","N",,"2-Several times",3,"Y","N","Y","","N","","","",,"1-Yes","0-No",0,"","1-Agree","1-Agree","0-No","0-No","0-No","97-Do not know","97-Do not know",2,7,,"2-Several times",35,"2-USD",70,"2-USD","4-Skilled manual","Y","Y","Y","Y","2-Several times","Y",0,2,0,3,1,3,1,,"Y","N","2-Child present;4-Friend present;88-Other"
,"12/17/2014 9:13:27",2062,"Z500-Soniwein",2062132,,"2-Female",28,1,"3-Some junior high","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","4-Headache;5-Joint and muscle pain;8-Stomach pain;10-Red eyes",21,"1-Yes","Y","Y","N","Y",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",1,"5-Government agency","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",0,"88-N/A",2000,"1-LD","88-Other","N","Y","N","Y","3-Many times","Y",2,2,0,3,1,2,2,,"Y","N","0-None"
,"12/17/2014 9:18:50",2063,"",2063161,,"2-Female",30,6,"4-Completed junior high","1-Christian","1-Yes","6-Grand Gedeh","0-No","",,"4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes",21,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","Y","N","N","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",1200,"1-LD",6000,"1-LD","3-Sales and services","Y","N","N","N","1-Just once or twice","Y",2,3,0,3,2,3,0,,"Y","N","0-None"
,"12/17/2014 9:23:05",2063,"",2063191,,"2-Female",28,3,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes",21,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"4-Always",500,"1-LD",800,"1-LD","3-Sales and services","Y","Y","Y","Y","2-Several times","Y",7,7,0,7,1,2,2,,"Y","N","2-Child present;4-Friend present"
,"12/17/2014 12:22:42",2063,"",2063154,,"2-Female",29,5,"6-Completed high school","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes",21,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",7000,"1-LD",10000,"1-LD","3-Sales and services","N","Y","N","N","1-Just once or twice","Y",3,3,0,3,2,3,0,,"Y","N","0-None"
,"12/17/2014 11:15:28",2063,"",2063163,,"2-Female",46,7,"5-Some high school","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes",5,"1-Yes","N","Y","Y","N",,"0-Never",0,"","","","","Y","N","Y","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",2000,"1-LD",4500,"1-LD","3-Sales and services","N","N","N","N","1-Just once or twice","Y",0,2,0,3,2,2,0,,"Y","N","0-None"
,"12/17/2014 12:17:40",2063,"",2063164,,"1-Male",25,8,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;6-Contact with infected surfac","3-Diarrhea;4-Headache;10-Red eyes",21,"1-Yes","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",45,"2-USD",100,"2-USD","3-Sales and services","N","N","Y","N","0-Never","Y",0,1,0,1,3,3,0,,"Y","N","0-None"
,"12/17/2014 14:24:39",2063,"",2063166,,"2-Female",35,6,"0-None","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;9-Rash;10-Red eyes",4,"0-No","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","1-Yes","0-No","0-No",0,0,,"0-Never",2200,"1-LD",3000,"1-LD","3-Sales and services","N","N","N","N","0-Never","N",0,0,0,0,3,3,0,,"Y","N","0-None"
,"1/8/2015 12:33:37",2063,"",2063197,,"2-Female",39,11,"3-Some junior high","1-Christian","","","","",,"1-Preparing or eating bush mea;4-Man woman business;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;6-Sore throat",21,"0-No","Y","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",300,"1-LD",1800,"1-LD","3-Sales and services","N","N","N","N","1-Just once or twice","Y",0,0,0,0,1,3,0,,"Y","N","0-None"
,"12/17/2014 10:14:29",2063,"",2063152,,"1-Male",47,10,"6-Completed high school","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups",3,"1-Yes","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"0-Never",1200,"1-LD",3000,"1-LD","4-Skilled manual","Y","Y","N","N","2-Several times","Y",6,6,0,6,1,3,3,,"Y","N","0-None"
,"12/17/2014 15:01:19",2063,"",2063156,,"2-Female",37,7,"0-None","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;8-Stomach pain;9-Rash;10-Red eyes;12-Bleeding",2,"1-Yes","N","Y","Y","N",,"2-Several times",1,"Y","Y","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","0-Disagree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,,,"2-Several times",2000,"1-LD",6000,"1-LD","3-Sales and services","Y","Y","Y","Y","3-Many times","Y",6,6,3,6,2,3,0,,"Y","Y","2-Child present"
,"12/17/2014 10:25:13",2063,"",2063192,,"1-Male",40,6,"3-Some junior high","2-Muslim","","","","",,"2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",3,"1-Yes","N","Y","N","N",,"0-Never",1,"Y","N","Y","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","0-No","1-Yes","0-No","0-No","0-No",7,0,,"4-Always",0,"1-LD",3000,"1-LD","4-Skilled manual","Y","Y","N","Y","4-Always","Y",7,7,0,7,1,2,0,,"Y","N","2-Child present;4-Friend present"
,"12/17/2014 12:22:37",2063,"",2063194,,"2-Female",36,11,"0-None","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache",21,"0-No","N","Y","N","N",,"4-Always",2,"Y","Y","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","1-Yes","0-No","0-No",0,0,,"0-Never",200,"1-LD",600,"1-LD","6-Domestic services","N","N","N","N","0-Never","Y",0,0,0,0,1,3,0,,"Y","N","0-None"
,"12/17/2014 13:04:50",2063,"",2063195,,"2-Female",41,10,"0-None","1-Christian","","","","",,"2-Eating fruit bitten by bats;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;6-Sore throat;7-Weakness",0,"0-No","N","Y","N","N",,"0-Never",3,"N","","","","N","","","",,"1-Yes","1-Yes",0,"","0-Disagree","0-Disagree","0-No","0-No","0-No","0-No","0-No",0,0,,"4-Always",1000,"1-LD",5000,"1-LD","3-Sales and services","Y","Y","Y","Y","4-Always","Y",0,7,0,7,1,3,7,,"Y","N","2-Child present;3-Spouse present;5-Bossman present;88-Other"
,"12/17/2014 11:15:43",2063,"",2063153,,"2-Female",22,4,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;10-Red eyes",2,"1-Yes","N","Y","Y","N",,"1-Just once or twice",0,"","","","","Y","Y","","1-Clinic",,"0-No","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"2-Several times",400,"1-LD",1500,"1-LD","3-Sales and services","Y","Y","Y","Y","2-Several times","Y",7,7,3,6,1,2,2,,"Y","N","0-None"
,"12/17/2014 13:58:30",2063,"",2063155,,"2-Female",41,9,"0-None","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash",21,"0-No","N","Y","Y","N",,"0-Never",2,"Y","Y","","","Y","Y","","1-Clinic",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"3-Many times",300,"1-LD",3000,"1-LD","3-Sales and services","Y","Y","Y","Y","2-Several times","Y",7,7,7,7,1,2,0,,"Y","Y","0-None"
,"12/17/2014 13:19:12",2063,"",2063165,,"2-Female",24,9,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac","1-Vomiting;4-Headache;7-Weakness;10-Red eyes",2,"0-No","N","Y","Y","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",1000,"1-LD",3000,"1-LD","3-Sales and services","N","N","N","N","2-Several times","Y",0,2,0,2,3,3,0,,"Y","N","0-None"
,"12/17/2014 14:12:17",2063,"",2063196,,"2-Female",23,1,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies","2-Fever;4-Headache;8-Stomach pain;10-Red eyes",0,"0-No","N","Y","Y","N",,"0-Never",3,"N","","","","N","","","",,"0-No","0-No",0,"","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,7,,"0-Never",100,"1-LD",200,"1-LD","3-Sales and services","Y","Y","Y","Y","0-Never","Y",0,7,0,1,2,5,0,,"Y","N","2-Child present"
,"12/17/2014 10:14:47",2063,"",2063162,,"2-Female",29,4,"0-None","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;3-Diarrhea;7-Weakness;9-Rash",21,"0-No","N","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,2,,"2-Several times",1400,"1-LD",2000,"1-LD","3-Sales and services","N","N","N","N","2-Several times","Y",1,2,2,2,1,2,0,,"Y","N","0-None"
,"12/17/2014 11:24:18",2063,"",2063193,,"1-Male",41,5,"0-None","2-Muslim","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;4-Man woman business","1-Vomiting;2-Fever",21,"0-No","N","Y","N","N",,"0-Never",2,"N","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"0-Never",0,"1-LD",5000,"1-LD","5-Unskilled manual","N","N","N","N","0-Never","N",0,0,0,0,0,1,0,,"Y","N","0-None"
,"12/17/2014 13:04:50",2063,"",2063211,,"2-Female",38,4,"6-Completed high school","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;2-Fever;9-Rash;10-Red eyes;12-Bleeding",14,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",2,"1-Community leaders;4-NGOs","1-Agree","1-Agree","0-No","1-Yes","0-No","0-No","0-No",2,0,,"2-Several times",200,"1-LD",1000,"1-LD","3-Sales and services","N","Y","Y","Y","3-Many times","Y",1,3,0,2,2,3,0,,"Y","Y","0-None"
,"12/17/2014 14:05:15",2063,"",2063212,,"2-Female",39,6,"0-None","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;4-Headache;7-Weakness;10-Red eyes;12-Bleeding",21,"1-Yes","N","Y","Y","N",,"",,"","","","","","","","",,"0-No","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"3-Many times",1500,"1-LD",4000,"1-LD","3-Sales and services","N","Y","N","Y","1-Just once or twice","Y",2,4,2,2,1,3,1,,"Y","N","2-Child present;88-Other"
,"12/16/2014 12:26:45",2064,"Z500-Soniwein",2064132,,"2-Female",35,1,"2-Completed ABC","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;10-Red eyes",21,"0-No","Y","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",2,0,,"1-Just once or twice",0,"88-N/A",300,"1-LD","88-Other","N","Y","N","Y","0-Never","N",0,0,0,1,1,1,0,,"Y","N","0-None"
,"12/16/2014 13:34:11",2064,"Z500-Soniwein",2064152,,"2-Female",54,20,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;6-Sore throat;7-Weakness;8-Stomach pain;9-Rash;10-Red eyes;11-Hiccups;12-Bleeding",21,"0-No","N","Y","Y","N",,"0-Never",4,"Y","N","Y","","N","","","",,"1-Yes","1-Yes",0,"88-Other","97-Do not know","1-Agree","0-No","1-Yes","1-Yes","0-No","0-No",0,0,,"3-Many times",300,"1-LD",7000,"1-LD","3-Sales and services","Y","Y","Y","Y","3-Many times","Y",7,7,0,7,1,3,0,,"Y","N","0-None"
,"12/16/2014 13:57:10",2064,"Z500-Soniwein",2064114,,"2-Female",19,12,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;12-Bleeding",3,"1-Yes","Y","Y","N","N",,"3-Many times",2,"Y","N","Y","","Y","N","Y","",,"1-Yes","0-No",2,"6-Community group","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","97-Do not know",0,2,,"3-Many times",10,"2-USD",25,"2-USD","0-None","N","N","Y","Y","0-Never","N",0,0,0,2,3,4,0,,"Y","N","2-Child present;4-Friend present"
,"12/16/2014 14:45:10",2064,"Z500-Soniwein",2064164,,"1-Male",44,1,"5-Some high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;4-Headache;10-Red eyes",7,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","0-Disagree","0-No","0-No","0-No","0-No","0-No",0,3,,"0-Never",400,"1-LD",1000,"1-LD","0-None","N","N","N","N","0-Never","N",0,0,0,0,99,99,99,,"Y","N","0-None"
,"12/16/2014 14:47:09",2064,"Z500-Soniwein",2064115,,"2-Female",22,8,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;5-Touching dead bodies","1-Vomiting;3-Diarrhea;4-Headache;9-Rash",3,"0-No","N","Y","Y","N",,"3-Many times",0,"","","","","Y","Y","","6-Family or self",,"0-No","0-No",0,"","1-Agree","1-Agree","1-Yes","0-No","1-Yes","97-Do not know","97-Do not know",0,14,,"3-Many times",50,"1-LD",2100,"1-LD","5-Unskilled manual","Y","Y","Y","Y","3-Many times","Y",3,4,3,4,99,99,99,,"Y","N","4-Friend present"
,"12/16/2014 14:28:07",2064,"Z500-Soniwein",2064194,,"2-Female",28,5,"6-Completed high school","1-Christian","0-No","","0-No","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;5-Touching dead bodies","1-Vomiting;2-Fever;3-Diarrhea",7,"0-No","Y","Y","Y","Y",,"0-Never",5,"N","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"4-Always",1000,"1-LD",1500,"1-LD","0-None","N","N","N","N","0-Never","N",0,0,0,0,2,5,0,,"Y","N","4-Friend present"
,"12/16/2014 12:20:37",2064,"Z500-Soniwein",2064112,,"2-Female",27,2,"7-Some university","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;3-Diarrhea",21,"0-No","Y","Y","Y","N",,"2-Several times",0,"","","","","Y","N","Y","",,"1-Yes","0-No",0,"","97-Do not know","97-Do not know","0-No","0-No","1-Yes","97-Do not know","97-Do not know",0,6,,"2-Several times",500,"1-LD",1500,"1-LD","5-Unskilled manual","Y","Y","N","N","0-Never","N",0,0,0,1,2,3,0,,"Y","N","0-None"
,"1/9/2015 14:11:33",2064,"Z500-Soniwein",2064495,,"2-Female",24,12,"5-Some high school","1-Christian","","","","",,"1-Preparing or eating bush mea;3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;4-Headache;6-Sore throat",21,"1-Yes","Y","Y","Y","N",,"0-Never",1,"N","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",1,1,,"0-Never",600,"1-LD",8000,"1-LD","3-Sales and services","N","N","N","N","0-Never","Y",0,0,0,0,2,3,0,,"Y","N","0-None"
,"12/16/2014 14:46:51",2064,"Z500-Soniwein",2064134,,"1-Male",26,5,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac","1-Vomiting;4-Headache;10-Red eyes;12-Bleeding;13-Fatigue",21,"1-Yes","N","Y","N","N",,"0-Never",1,"Y","Y","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","1-Agree","1-Yes","1-Yes","0-No","0-No","0-No",0,0,,"1-Just once or twice",1500,"1-LD",2600,"1-LD","88-Other","N","Y","N","Y","1-Just once or twice","Y",3,3,0,2,2,3,0,,"Y","N","0-None"
,"12/16/2014 9:51:05",2064,"Z500-Soniwein",2064111,,"2-Female",42,5,"3-Some junior high","1-Christian","","","","",,"97-Dont know","97-Does not know",3,"0-No","Y","N","N","N",,"0-Never",1,"Y","Y","","","Y","Y","","1-Clinic",,"0-No","0-No",0,"","1-Agree","1-Agree","0-No","0-No","1-Yes","97-Do not know","0-No",0,4,,"0-Never",500,"1-LD",700,"1-LD","2-Clerical","Y","Y","Y","Y","0-Never","N",0,0,0,0,2,2,0,,"Y","N","2-Child present"
,"12/16/2014 9:48:40",2064,"Z500-Soniwein",2064191,,"2-Female",27,5,"5-Some high school","1-Christian","0-No","","0-No","",,"2-Eating fruit bitten by bats;4-Man woman business;6-Contact with infected surfac;7-Mother breastfeeding her chi","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;5-Joint and muscle pain;9-Rash;11-Hiccups",21,"0-No","N","Y","N","N",,"0-Never",4,"N","","","","N","","","",,"1-Yes","1-Yes",0,"","1-Agree","0-Disagree","1-Yes","0-No","0-No","0-No","0-No",0,0,,"4-Always",0,"1-LD",150,"2-USD","3-Sales and services","Y","Y","Y","Y","0-Never","N",0,7,0,5,1,3,0,,"Y","N","4-Friend present"
,"12/16/2014 9:51:14",2064,"Z500-Soniwein",2064131,,"2-Female",34,6,"2-Completed ABC","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe;5-Touching dead bodies;6-Contact with infected surfac;88-Other","1-Vomiting;10-Red eyes",3,"0-No","Y","Y","Y","Y",,"2-Several times",0,"","","","","Y","Y","","88-Other",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"3-Many times",3000,"1-LD",5000,"1-LD","88-Other","N","Y","N","Y","3-Many times","Y",4,4,0,4,2,3,0,,"Y","N","0-None"
,"12/16/2014 13:11:14",2064,"Z500-Soniwein",2064113,,"2-Female",28,3,"3-Some junior high","1-Christian","","","","",,"2-Eating fruit bitten by bats;3-Bodily fluids of infected pe;4-Man woman business","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes;12-Bleeding;18-Cough",7,"1-Yes","N","Y","N","N",,"2-Several times",3,"Y","Y","","","Y","N","Y","",,"1-Yes","0-No",0,"","97-Do not know","1-Agree","1-Yes","1-Yes","0-No","0-No","97-Do not know",0,4,,"2-Several times",1400,"1-LD",2500,"1-LD","88-Other","Y","Y","Y","Y","3-Many times","Y",2,6,7,5,1,2,2,,"Y","N","2-Child present;4-Friend present;88-Other"
,"12/16/2014 12:25:45",2064,"Z500-Soniwein",2064162,,"2-Female",29,3,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;6-Contact with infected surfac","1-Vomiting;3-Diarrhea;7-Weakness;10-Red eyes",21,"1-Yes","Y","Y","Y","N",,"1-Just once or twice",0,"","","","","N","","","",,"1-Yes","0-No",0,"88-Other","1-Agree","0-Disagree","1-Yes","0-No","1-Yes","0-No","0-No",0,2,,"0-Never",1200,"1-LD",2000,"1-LD","3-Sales and services","N","N","N","N","1-Just once or twice","Y",0,1,0,3,2,2,0,,"Y","N","0-None"
,"12/16/2014 13:37:34",2064,"Z500-Soniwein",2064163,,"1-Male",44,6,"6-Completed high school","1-Christian","","","","",,"3-Bodily fluids of infected pe;4-Man woman business;6-Contact with infected surfac","1-Vomiting;2-Fever;3-Diarrhea;4-Headache;7-Weakness;10-Red eyes",8,"0-No","N","Y","Y","N",,"0-Never",0,"","","","","Y","Y","","2-Hospital",,"1-Yes","0-No",0,"88-Other","1-Agree","0-Disagree","0-No","1-Yes","0-No","0-No","0-No",0,4,,"2-Several times",800,"1-LD",15,"2-USD","2-Clerical","Y","N","N","N","2-Several times","Y",0,4,0,3,2,2,0,,"Y","N","0-None"
,"12/16/2014 13:25:06",2064,"Z500-Soniwein",2064133,,"2-Female",42,11,"2-Completed ABC","1-Christian","0-No","","0-No","",,"3-Bodily fluids of infected pe;88-Other","2-Fever;4-Headache;7-Weakness;10-Red eyes",2,"0-No","N","Y","Y","N",,"1-Just once or twice",3,"Y","Y","","","N","","","",,"1-Yes","1-Yes",0,"88-Other","1-Agree","1-Agree","0-No","0-No","0-No","0-No","0-No",0,0,,"1-Just once or twice",0,"88-N/A",400,"1-LD","88-Other","N","Y","N","Y","2-Several times","Y",3,3,0,3,1,1,2,,"Y","N","0-None"
,"12/16/2014 13:21:24",2064,"Z500-Soniwein",2064193,,"2-Female",29,3,"7-Some university","1-Christian","0-No","","0-No","",,"97-Dont know","1-Vomiting;2-Fever;3-Diarrhea;8-Stomach pain;10-Red eyes",0,"0-No","N","Y","Y","N",,"1-Just once or twice",2,"N","","","","N","","","",,"1-Yes","1-Yes",2,"1-Community leaders;88-Other","1-Agree","0-Disagree","1-Yes","1-Yes","1-Yes","0-No","0-No",0,0,,"4-Always",0,"1-LD",0,"1-LD","6-Domestic services","N","N","Y","Y","0-Never","N",0,0,0,0,3,3,0,,"Y","N","2-Child present"
